text,type
"Был бы у меня кот, я назвала бы его Гарольд...Стайлс)",1
Впервые за 2 года использования упал Deluge. К чему бы это?.. :-/,0
"RT @zymydylyjyz: Ну что, жуйэц. Открыл для себя bug.n ( работать!",0
"RT @2013Goryacheva: Пиздец, что же происходит в доме 2!!!((( я в шоке",0
"@Oliver_Is_My ТЫ ЧЕ МЕНЯ КИНУЛ ТО?((( Я ТОЛЬКО ХОТЕЛ С ТОБОЙ ПОБОЛТАТЬ! ИХИХИХ ЛАДНА,ПОКА,ПОМИДОРЧИК :3",0
МЫ С ДИАШЕЙ СТАЛИ КАК-ТО НЕ ТАК КАК РАНЬШЕ ОБЩАТЬСЯ((,0
(( Папа:“Здесь нам негде держать собаку.“ Да как так то? Не честно!,0
"Нунадо же... КиШ распался, и тут же начался срач. :(",0
@albinaelmekeeva а у меня только жч нет ((,0
Как я рада была тебя сегодня видеть:) это просто не передать словами),1
@KoneM228 @sdthaking пох...зато его рука - весомый аргумент),1
Надо бы уже спать :D в 6 вставать все-таки )) http://t.co/HJtyV1qL1n,1
"1) обострение социальных,сословных,международных отношений",1
прогноз на неделю обещает много снега.НЕЕЕЕТ(,0
"Как же давно я этого не делала,надеюсь результат оправдает надежды.)",1
"@arthenike пельмешечная идея витает в воздухе, хммм)",1
RT @iralebik: чёто не понравился консольный браузер links :(,0
"@Kra_sta на сурова в приемную приходишь,  а там уж она спустится)",1
никогда не читайте старые переписки((((слёзы как у крокодила,0
"@Miss_Gnibedaa  Юляяяяя,я люблю тебя,Юляяяяяя,сто працентов)))",1
"@OKirilyuk ВОТ ЭТО Я ЧТО-ТО ЗАТУПИЛ :DDD
МНЕ КАЖЕТСЯ,ЕСЛИ ЕГО ВЫВЕСТИ ДЖИ БУДЕТ РЕВНОВАТЬ :DDDDD",1
"@Alya1Direction не знаю( все с утра звонят, мешают собираться и я опаздываю в лицей (",0
"RT @Aleks_SPb: @gold_mak @helenhelen77 особенно за то,что пожимал руки Путину при их встрече(",0
"@acorndianaacorn газуй ко мне на страницу вк, там на стене много годноты)",1
RT @Stasya_ru: Друзья! Сегодня с 19 до 20.00 жду вас в твиткаме) будем общаться )) готовьте вопросы,1
RT @xyrawobydofo: Вот опять выходные на исходе :(,0
"Жалко нормальных киевлян,которые вынуждены терпеть #евроДаунизм,оранж-придурков и смотреть на разрушения в родном для них городе((",0
Куда лучше лететь с любимым в феврале? Не можем определиться:(,0
@pazitiffko если ты там конечно будешь:) могу к тебе на неделе подъехать))),1
Опишите меня в трёх словах на trislovamne .ru :) http://t.co/OjjYihizYj,1
"@NastKichigina ахах вово,я б тоже всадила по полной;)Мама должна немедленно покинуть проект,прям сейчас!!А он сказал нет!А она:ну ты упорот!",1
"@Mooney_Lupin в тот момент я носилась по квартире как угорелая :D
 Как дела? :3",1
"Теперь мы с тобой будем видеться 1 раз в неделю и то , не факт((",0
@telleraaa @Kharenko_luda я думал только у нас такая станция),1
"Кстати в тви появилась моя знакомая @NadzeyaVzlet, которая делится опытом по бюджетным путешествиям, так что фоловте, не пожалеете:)",1
Сижу на физике и думаю.....о том...что я хочу кальян)))),1
"Следующая серия Сверхов выйдет 15 января.
Чё так скоро? =)",1
"RT @kejajanekys: у моего бывшего,с которым была 3 года,днюха)я забыла,если бы сестра не напомнила.пра http://t.co/aU4z7y65uJ",1
"@Dasha_Dove по рюкзаку узнала, а то ты вся в снегу была )",1
"как нормальные отцы встерчают свои дочерей: ""привет,как дела?""
как встречает меня мой отец :""я не понял, где Шурик?"" :D",1
@Ilona06_01 я тебе уже говорила действенный способ:D,1
@yuliasabirova не буду раскрывать все секреты ) но я аж замуж перехотела,1
"хочу как летом : обнимашки со всеми,целовашки,развлекашки на карусельке((",0
@glavir Велкам ту клаб:( мы по весне наверное переберемся в новую квартирку ибо спать по ночам оч хочется,0
"поспорила с родной Тетей)
хаха,и все таки я выиграю,я уверена)
если я проигрываю,то я ей бутылку шампанского,а если она, то мне 5 шоколадок)",1
RT @ymmaastigomay: рабоать пока не очень надоело )) но думаю это уже не надо лго ),1
"Хочу куда-нибудь съездить, отдохнуть от Калининграда. Он стал такой холодный )",1
"А чо еще делать
своей личной жизни нет
вот и лезу тут ко влюбленным парочкам :---)",1
"@Katrina14051998 Ахахах, всё кроме возраста) Ахахах, даже носки ахаххаа",1
"А я надеялся, что комп в моё отсутствие много всякого хабара скачает и раздаст. :(",0
"RT @Angeeelinochkaa: Настроение такое, что плакать хочется:(",0
"RT @johirizomyc: Ну вот и пятница 13е: сначала об печь обожглась, а потом ещё руку кипятком ошпарила(((",0
"Удалил какой-то пакет и теперь везде, кроме хрома, вместо букв квадратики... =(",0
едем в Икею заряжаться новогодней атмосферой:)ну и наконец то мы закончим ремонт!!,1
@alone_alien ну латна :( может. я свой скажу? С:http://t.co/DHm60UxZoG,0
"RT @bujolotinaly: За последние сутки выпилились три человека. Ну мушш мой, я надеюсь, временно, а кто остальные двое — понять не могу. :( М",0
"Фух, блин. Пол ночи не спал!
Живот тупой. Херня какая-то, то болел, то еще чего, ужас.Я намучался(",0
супруга куда-то спрятала велокомп и судя по безрезультатности поисков придется выбирать новый :(,0
"RT @ACIDmit: На улице метель метет, темно... А ты сидишь такой довольный в тепле и пьешь горячий чай :)",1
"RT @Backetful: Только придумала кому написать,а оказывается он уже вышел:(",0
"RT @Tinka_d_: До слез прям, ну зачем так делать?! :(",0
Хм... В предыдущей пачке доширака было три вилочки... Жмоты!!! Сегодня одна вилочка :(,0
"девки бухают в 15 лет, а потом ноют что родили даунов. Удачи. Потом будут вспоминать наши слова,но будет поздно:(",0
"Когда я ем, я глух и нем, когда я пью, я всех люблю)",1
"вместо того, чтобы учить пдд я ищу, где лучше загс в кал.обл) я замуж ближайшие 3 года не собираюсь, но это намного интереснее занятие)",1
"Ужасные сны , моя киса оказалась предательницей и у меня сперли телефон :(",0
RT @vififojipoga: фишка: бантики на голове из волос=))) http://t.co/cvqpxUxHGk,1
o_O как я понимаю это не последняя песня &lt;3 еще 5 песен **** моему счастью нет предела ♡,0
"Хохо, порт арча в HURD. Любопытно, этот проект также умрёт как и Debian/HURD, или таки будет жить? (",0
@a_pap меня больше радует следить за временем из… погоды) http://t.co/PdLhrSFmBc,1
Когда у каждого соседа по снегоходу - это уже проблема. Тут и звукоизоляция не поможет :(,0
После апдейта куда-то пропала ёлка из ангара :(,0
"World of Warplanes троллят меня, прислали большое красивое письмо про обновление, а на тест не пускают :(",0
@okkayyyy инет у половины школы плохо ловит(,0
"@olesyaklimenova а как же он празднует, когда БРАТ его не приехал?)",1
почему нельзя позвонить на ключи или кошелек когда они так нужны? :D http://t.co/AOb4SrAFGi,1
"Девочки, если кто ещё не спит, у меня в бложике отзыв на новую систему маникюра от #Essence :) @ Андер… http://t.co/B2OhTqD4Lu",1
@antonauslander Ну почему ты за столько времени не научился понимать мои сарказмы(,0
Тем временем у Фани в голове: сессия скоро... посижу-ка я в твиттере только с одной странички. )) #всемдобра,1
"@Saak_Ambaryan у нашей школы какая то болезнь. Я, Саша Ласкина, Лёня Юсупов,ты 4 места заняли, никак никто в тройку войти не может(",0
"Аааа, блин. Требуется обновление iOS 5;( и так со всеми приложениями:( http://t.co/iSeUlmCTi3",0
RT @Ira__Iraa: Дашуля скинула хорошие песни/они мне прошлое напомнили(,0
"Человек настолько хорош,что и прощаться с ним не хочется)",1
http://t.co/4YizPuochU кто сказал что ГУГЛ знает всё!?!?я категорически не согласен! он не знает где мой второй носок.. ((,0
"RT @facipazuquc: Как же неприятно осознавать, что завтра надо переццо на работу =(",0
"@GREENloshadka уиии, круто)
беларусь, минск
пр. рокоссовского 18 к.1 кв. 437
индекс 220094
рабец александра",1
"Как ретвитить меня, так ок,а как оказалось что препод знает что такое твиттер,так все сразу заднюю дали и любят эконометрику (",0
"Еду с фотосессии. Весь день убит на подготовку, ради 5 минут перед камерой(( http://t.co/hqnMbYbZ6F",0
@skvirskiy кинь ссылку на писечкин ФБ. подрочу хоть(,0
"Кеше тунде жарып алып таксиге мінсем,ішінде @SunQar_Sarmat отыр екен) даусы рэптегідей емес",1
Рома знает толк в мандаринах))) http://t.co/jALg1oQUaJ,1
"@vbbogatyrev Да, из офиса, Кириешка. @ShavkatTurgaev Спасибо вам обоим за РТ, надеюсь, мы его пристроим все же :-)",1
"на улице ужасная погода, так не хочется выходить из квартиры(",0
Доброе утро! Отличного вам дня!,1
"кажеццо я заболел, но уже кажется выздоровел:) заболел, потому что весь день было аццки плохо и всё, что я сделал, это по",1
почему никто даже не отсчитывает в юне дни до НГ?((,0
Сегодня весь день отдыхал) и завтра получу много двоек...,1
"Глупею на глазах :( Внутренние фильтры, ограничивающие глупость, отказывают.",0
Моя самая новогодняя фотка ( @ Веста / Vesta http://t.co/QMtJyCwwLM,0
"блин,сестра потратила все деньги в игре :( а я ведь копила на единорожку т.т",0
"@tkonovalova жаль ......, в клуб никогда не сходить ((",0
"[С тобою сутки провела, теперь смотрю, как на дебила: конечно, я бы не дала, но предложить-то можно было?!:DD]",1
@RajmerMs @19Myagkov @ArishkaRuzina ага:(,0
RT @Krevedkoko: @ChangingTime14 Нет. Это Фреди Меркьюри :D,1
"решил попробовать поиграть в roguelike игрушку Dweller, со своей старенькой мобилки, жаль ADOM под Java нету(",0
Как у меня зуб болит!!! А мама на хор отправляет. :(,0
RT @SmailovAlmas: Ае Ае Ае сейчас начнется открытие ШСВ,1
реально достало на каждой физ. ре самой выбирать себе команду. &gt;:(,0
RT @KristinaSmirn15: Как приятно убивать человека его же словами:),1
ой... так приятно - так приятно) крутая у меня начальница! похвала для меня - лучший стимул!),1
RT @VladSokolovsky: За первые часы на iTunes мой альбом поднялся на 2-ю строчку рейтинга альбомов! Это приятно) http://t.co/FV5KqETijb,1
Вот ведь гады. :-( Насильно перестраивают.,0
короче взяла привычку печатать кучу скобочек((((( я даже знаю от кого она мне передалась ://,0
":-(
@KermlinRussia: Тот день, когда обидно не только за Россию, но и за сегодня. #РИАНовости",0
@Kastiel_Misha я не знаю хороших фильмов(,0
"А до Нового года осталось 25 дней:-) #праздник #новыйгод #шарики #елочка #ждем #new_year,… http://t.co/IUxqBk6TG6",1
"@VeraGribova да мне уже сказали :) хорошо, что матан не пропустила)",1
Эх ровно год назад я была на Тфк((( плачуреву,0
"@SovSekretno @CIO_Optimal Это уже просто смешно, право...",0
"@VeronicaDelle @LoginO_o 
Да ребятушки...",0
"@leylya1996 пхахахахпааха 
Бушующие?
Давай пали, что тем у тебя ещё есть на меня :D",1
RT @bywafizucoce: Что-то для крематория у них слишком весёленькие цвета :),1
"ЭПИЧНО МЕНЯ ПОДРУГА СПАЛИЛА ДААА.....ВАЩЕ ЗБС ХДДД 
а двоюродный брат друга - шлюха о_О",0
"Как сделать phpmyadmin доступным с хостов, отличных от localhost? Не нахожу :-(",0
@RexxDog @eshvedova2012 Потом заметишь.. когда она за спиной будет пистеть про тебя..:)),1
"@KuprinaKristine Э, не поступай как Широков (",0
@sosy_fuck я такой же. Мы созданы друг для друга :),1
"RT @pufyhicutopy: Вот  ), что мужик --- тот, у кого есть макбук. Мне кажется, или я что-то пропустил?",1
@KabanMadan @rubis32 @AlexeyShipilov и тебе доброе утро ),1
"никто не знает джедвард((( 
все ржут с того что я назвал лоток кота горшком((((",0
"RT @ihyhusol: Когда наконец git начнёт поддерживать докачку? Качать 14 часов, и не дай бог за это время что-нибудь отвалится :(",0
RT @feluqequxevu: PinchukArtCentre неожиданно :) производство труб очень сексуально. А вообще понравилось даже :),1
"@sbezrodnaya СПАСИБО!!))
В Лабиринты с Вами С Удовольствием!!))Там интересно))
Воздушных и Полетных Снов)))) http://t.co/O3UwY8psIV",1
"Выходные...)))) ""Без звука"" на телефон и можно спать))))",1
"@Uljana_official @November_girl07 фото фэйк, но красиво )))",1
"ну наконец то дома.Но сейчас поедем кататься с мамой,просто не могу ей отказать:)",1
"Мама рассказала, что в детстве я все время спал) Теперь я знаю, что я уже тогда понимал чего мне будет очень не хватать в будущем)))",1
як же я не хочу завтра иты в школу... опять той конченый малый прыдовбеться:(,0
"RT @elizabettlapo: Сборник стихов ""Крик математической души в гуманитарной интерпретации"", или до чего доводят 8 параграфов матанализа:D",1
Мы вдруг выясняем что в группе похоже появился еще какой-то парень. O:-) #INSTANTFOLLOWBACK #FF_RU,1
"RT @andrei_skorohod: Утром сам обрезал и установил новый рингтон на телефоне, а целый день никто не звонит :(",0
вспомнил про свой первый сайт. Оказывается оно живо O_o. Да еще 24 уникальных посетителя. А за прошлый месяц 883 o_O  Бол,0
"@Kad1rov АГА, СПАСИБО Я ЖЕ ТОЖЕ НЕ ВЫСПАЛСЯ((((",0
мы с братишкой @niyaz_nizatron  наверное будем хипстерскими бойцами :) http://t.co/A8xqbsAa6D,1
"@katyashonina Так значит все-таки недотрах)  я запуталась в тебе,блин..",1
"RT @nygikynegyfi: приехали, вместо fps пишу fms :(",0
"I liked a @YouTube video http://t.co/oFJM2DgpVP GTA V Online - ""Празднуем 70.000 подписчиков ^_^""",1
"уже воскресенье,
почему так быстро?
((
бедапечаль..",0
"Нет, все-таки, когда болит голова невозможно радоваться жизни. От этого она начинает еще сильнее болеть :(",0
"хаха гоё! ""@Batuka_UB: @UBMONGOL Эрэгтэй хунийг дайлах болов уу :) @GandanStyle""",1
"@sergeysaushin Элина Не вытянула даже до Дубцовой, а это не верх совершенства, сегодня чемпион Курт! #Голос )))",1
"Ладно Линта я пойду, мне еще копки из сердца доставать((((",0
-Ну тебя то я вижу.. а где принц???!!?о_О,0
"RT @xadodigyh: ну что за фигня :( PyQt не собирается на SnowLeopard :( ругается, что собирают её под 64 бита, а Qt — 32. и на сайте 64-б",0
"Ахах у Вики в холодильнике есть тараканы,сверчки и червяки :)",1
@GunnersYarutich не понял ) это ты сейчас 7 часов спал? ),1
"А шо, ""Мамо"" очень даже политкорректный ответ от России Украине на Евровидении :)",1
"Русская чат рулетка рулит))) только я могла встретить тут парней из Харькова, да еще и с ХНУРЭ))))",1
@JuliaVinnikova ну вот это и смущает((( шубу потому что надо ,0
"ухуху штаны которые я носила в 7 классе налезли на меня, не ожидала такого, даже тогда они мне были впритык, за то сейчас самое то)",1
"Бабушка проехала пол пути, а потом спросила куда дизель едет)",1
"RT @AruzhanHoran: ПРИВЕТ, МОЙ НОВЫЙ ЧИТАТЕЛЬ @nastya_styles86 ИНОГДА ПИШУ ЧУШЬ, НЕ ОБРАЩАЙ ВНИМАНИЯ ЛУЧЕЙ ДОБРА ТЕБЕ :*",1
RT @xufagelypyf: Нормальность — это очень скучно. Невыносимо скучно. Чертовски скучно. Хоть удавись. х-(,0
RT @rubin_paceka: @_T222_ Здравствуйте уважаемый друг:),1
Ну и сюрпризы. Зазвонил будильник — значит внезапно пришел понедельник. Я не выживу :(,0
@ox_podkoritova @snezganafirsova ага((( Магомед таких раньше быстро успокаивал...,0
"@love_sex1551 Сегодня с последнего урока сбежали,ахахах.А у тебя как?:D",1
"@AlekseevaO_o у Добрев даже глаза другие._. Нет,я просто долго на нее смотрела и не могла понять где я не видела обоже",0
"Наконец-то в Новомосковске! Снег, ветра нет, погода просто сказка! И высплюсь наконец)",1
"Никто не пьян, все трезвы!)) http://t.co/CFzsBojrft",1
RT @tgakist: Искусство на дом: от @kulturologia - 7 интересных фактов о великих русских композиторах и их произведения ( http://t.co/WIUCMC…,0
"Какой-то мужик на улице сказал. что я красивая :) Такая мелочь, но у меня уже полдня хорошее настроение =)",1
"сессия... Прихожу на работу, чтобы ОТДОХНУТЬ. Куда катится мир... :)",1
"@sno_Oze то же, что и сделает Леша, которому написали в ВК и воцап. НИЧЕГО!!!",0
@niechunaieval Вот я совсем бессовестная стала(,0
"@lykke_456 еще на ""уникальную"" историю любви Джарли
Вот что нам нужно на самом деле!)
Это же так интересно)",1
"@ImGoingToHeII я вот пыталась подбирать, но нихуя не получилось :)",1
А у   День Варенья. Паздравляю! Счастья и веры. Хоть во что-нибудь :),1
на русском до такой степени скучно.что я играю в крестики нолики сам с собой(,0
"""Я просто вижу сразу:если ты мне начинаешь реже звонить,значит ты влюбилась"". Папа,как всегда мегологичный =)",1
"@zhenevka @assteinky Что-то мне кажется, что сейчас кто добрый, тот и лох. Пичалька :(",0
"Теперь мы только  встреиимся в новый год!
Мне будет тебя нехватать(((",0
"RT @iaCitzzzz: Футбольчик, мальчики походят на качков, ляля))) http://t.co/h7EmiXH0Iw",1
Я никогда не найду своего пингвинчикааааа:((((((( http://t.co/mX9Qv6Rj3i,0
"RT @ulanovanastia20: В воскресенье в кино,уиии:* Жду завтра:*",1
Почему надежда не умирает?? я уверен что не буду с ней но все равно не могу забыть ее((( http://t.co/UK29aC7ANq,0
"у Виксов песня хорошая, понравилась очень х) а вот клип я еще не видела х)",1
"Брат сміється на всю хату)))
Аж самій смішно стало)))",1
Серьезно припарила и хрен его разберет почему :D но настроение поднимает ) http://t.co/zclzzclCvq,1
"RT @burowomefyky: тут щя смишной анекдот рассказывали, а я один хуже всех — не смеюсь :(",0
"Серьезно заболеваю..((((
В понедельник к врачу пойду...
Надеюсь все будет хорошо...",0
"@lifewithnosense ведь чувствовала, что ну не надо открывать, когда увидела, куда ссылка ведет, но поздно теперь=(",0
Маман хочет опять меня в больничку засунуть ... :(,0
@ofitserovajj @prosto_takov мы все осознали(,0
Армстронг ретвитнул - ретвитнула половина ленту Армстронга :D — никогда не замечала http://t.co/rUbxK3Y3r8,1
"@Crazy_weirdo_ собираюсь пойти на фильм только ради тебя, не мешало бы лишний раз полюбоваться "" злым"" Пашей)",1
RT @justsaymeow: RT если видел мой батл на #versus и согласен с решением зрителей :),1
@39gravity оогромное спасибо! Мне оочень приятно! :),1
Меня уже таки конкретно заебал запах перегара от двух сотрудников лаборатории. Они вообще не просыхают. :(,0
RT @fapasovosac: Внезапно мой жукоблог на 570924 месте в топе тындыкса. Вверх на 2250103 позиции. %),1
не ожидала что лучшая подруга будет так поступать когда знает что и так на душе плохо очень(,0
"RT @meryzanibiny: Меркуриализм. Надо же, это настоящее слово. :)",1
"@1911More да вы мои хорошоие,стараюсь:***Я же говорун,рот не затыкается))",1
“@crueldespair: Ок:( http://t.co/St1IJiTcKk” да,0
"Сука,что с вай-фаем.Уже второй день не ловит:(",0
"Ебаный 34, вырезали мне джинсы :( Обожаю блять ездить в таком битке :(",0
Медведев спел всего три песни:( маловато...,0
"RT @AntonUA95: Холооодно, еще сильнее кашляю...(",0
"Фак школа
Линта пожелайти мне удачи:(
У меня сегодня день вообще блин....
-_-",0
блять папа почему ты не на работе? испортил мне все планы на эти пол дня(,0
"У этой сучки сегодня др) С цветами сегодня расхаживала, деловая:* Вообщем поздравляю тебя, моя, всего тебе) @ZhekaKocha",1
"Д.Борко о делении болотных на чистых и нечистых:(
http://t.co/qWLNR76fuj Амнистия, а Самый Главный сказал: Тронул полицейского - не прощу!",0
"Мамочка разбудила :( доченька пошли завтракать ,ну пошлиии ;*",0
@keniana1 @soski_schmidt @Vall_Schmidt ага:D а ты куда собралась так ехать?:D,1
Завтра двойная годовщина у нас - год отношений и пять месяцев живем вместе. А любимый с хомяковской щекой(,0
"черт, сегодня же пятница 13-е...вот я слоупок(((",0
"RT @jogeqowecin: Локальное зеркало арча нагнулось, а трафик не анлим =((",0
@ialiev914 Ты где вообще? Что за симпозиум по молекулярным позитронам? ),1
"RT @HockeyClubSibir: Сезон завершен для Артема Ворошило :( вчера травмировался, в четверг операция, 3-4 месяца восстановление",0
Задолбали дико резкие перепады настроения &gt;:(,0
"Веселый вечер в компании девуль,а завтра же плакать будем(",0
RT @Anglichanka_: все нарм ,1
"@SashikTweetcorn позвольте ль узнать, не про меня ли речь толкаете?) xDDDD",1
@Kate__TheGreat молодцы! а можно как-то..попробовать с вами в этом поучаствовать?),1
RT @Miles_NV: @HeroCharlie хах да ты меня хочешь уже :D,1
"RT @pejesyl: Писатель был не против, родители и адвокаты дали согласие, но продюсер оказался непреклонным. /:-( #TeamFollowBack",0
"@Joker_75rus @sammy_chita некогда там будет ""ныть""))  три серьезных суда и куча еще разных поручений от начальства..",1
"@alizeleee вот за это я тебя и обожаю))ты такая смешная..сидишь, шею вытягиваешь..и радуешься усикам)",1
"Экономика надоела уже,еще 20 минут терпеть(",0
@Svetlyi я только сегодня о концерте вспомнил(((,0
@Lulkaaa так что не надо тут извращенство включать),1
Самые приятные моменты происходят неожиданно. Но всегда на оборот! Неприятности поджидают нас на каждом углу!(,0
"Ляна, Марик и Мурат ушли( скучно мне теперь",0
"Очень жаль, что никто не перепел песню О, палмолив, мой нежный гель :(((",0
"RT @tasteYOGURT: @Bloody_SAW82 
ТЫ ФАПУНУ ЗАКАЗЫВАЕШЬ ? :D
ТОГДА ЕМУ НАДО ВОТ КОГО http://t.co/0c2sXwxbIQ",1
"@danny_zealand уже миллион раз исправлялась) ты ничего почти не загружаюсь.
я больше не буду тебя фотографировать.",1
"@Vika_Winchester в этом уж никто не сомневается:D
Как тебе в школе? С:",1
@martin_camera @Filonova @prosto_vov @Nadezhin @daryadaryad да ладно? Вы тут?!,1
"- Тебе одиноко?! Заведи ползучую
верную зверушку !) #Воландеморт",1
@Romashka008 а я сейчас не могу с ноута и поэтому приходится за компом сидеть((,0
Это официальные каналы. .. ^_^ /../ #AutoFollowBack,1
“@RyabovaMasha: Подняло настроение http://t.co/oZOu1A3Gjq” где я уже это видела?))),1
"""Мой первый раз""
Меня сразу зацепил и я ничуть не пошлая)",1
"Ребят, кто-нибудь знает быстрое и эффективное средство против боли в горле? Говорить не могу, засыпаю на 20 минут и просыпаюсь от боли(((",0
Тебе настя нравится ? — Нет) http://t.co/PtEfckXCkn,1
RT @rozynuxazp: что не день. так вечно забываю о том что поставил кипятится чайник. хорошо хоть чайник электрический ))),1
RT @AnetteAnnaa: @jared_na_marse сейчас буду пить чай а потом что то смотреть))),1
@Fox_vasilisa Привет! Скорее выздоравливай и больше НИКОГДА не болей!=) http://t.co/zjnTVPDEYi,1
меня предки наоборот выпирают из дома: че ты с нами будешь сидеть? иди бузай))),1
"Весь день история! Вот нахрен я пришла сегодня?! Я просто победитель по жизни, атвичаю!!!((",0
Всех-всех поздравляю с самым сладким днем Днем шоколада                                      Всем сегодня кушать ( можно слегка измазаться,0
"RT @cunetoxocomu: Кстати да, надо бы подновить свою коллекцию aSoT. 2005-й год прошел давно ;)",1
"@ali_potapova В Москве наблюдала такую картину, зашла псинка в вагон метро и вышла на нужной ей станции :)",1
"RT @imanigul: Оооооо, қандай жағымды жаңалық! Қазнеттің тұлғалары - Тимур Бектұр! Жарайсың! Жарайсың дегендеріңіз ртлаңыз!))",1
Раньше я была Катей:D — блин! тооочно! Каааатя!!!! ахахахаха :D http://t.co/S13cF5AGo3,1
"В человеке все должно быть прекрасно,какарда,погоны, а иначе это не человек а млекопитающее)))))))))))))))))))))))))))))",1
"Как проснулась,отекло все лицо,жуткие боли в почках,температура одна и та же,и ведь,не сходит((( Ну за что мне все это? почему я???",0
"Бл, я забыл. что инетик в час отрубается, и я не смогу досмотреть фильм.(",0
"@katarina_ok с Днем рождения!!!! Всего того, чего пожелаешь! :)",1
"@NVANSE Ахахах, конечно! А я ещё туда попкорн привезу, фильм посмотрим)))",1
давно ли chromium попал в extra? о_О  а то я всё chromium-browser-bin из аура пробывал а тут оказывается и в екстре есть,0
"адская ночь. ms word не хочет работать, а второй раз уже крашится (",0
"надо провести спокойные выходные. прибраться, отдохнуть, сделать испанский..)",1
RT @YouDianka: Хочу уже поскорее субботу:* http://t.co/hlxwphEuo0,1
надеюсь никто не заглядывает в твои мультимедиа :-),1
"Жестоко, видеть самого любимого человека, которого я очень люблю, один раз в одну неделю(",0
"@Xkid_Mary блин, хотела написать Джа, а написала Да:)",1
"RT @DariaGerman: Я не рядом,а ты все равно делаешь,как я хочу) DG",1
Наконец-то снежок:) | http://t.co/g92YzXt8MP | ЖЖ akirich-pcroom * http://t.co/KEDuCJ9ss7,1
"@LV_Vikernes ТАНЦУЕШЬ? o_O ничего себе, я себе такое только в начальных классах позволяла",0
"RT @x_liola: эх) как же мне хочется открыть этой стерве её косые глаза и показать, что он хуйло помойное, а она не перед той понтует!",1
@fenchka блииин. А где будет показ? У меня сайт не открывается(,0
не люблю лето. тем что тогда особенно активно натираются мозоли((,0
"@HL3313 ну иди тогда спать, иди отдыхай :з 
сииил набирайся))
люблю тебя ♥♥",1
настроение отстой ! надо бороться с этим! пойду попью какао посмотрюОрёл и решка и пойду спать:(,0
Как же я буду без Дани одна((тяжело ....(,0
"и самое главное,что по сути благодаря мне она с моей малой попала в рэд паб)мне похуй на это,привыкла делать добро людям,помогать чем могу..",1
"@channelone_rus: Учитель-гей из католической школы в США был уволен, когда решил жениться на своем партнере. http://t.co/qvWHySHKLC тцц :(",0
"@EniLight блин, видно не то смотрела. Кольца выбираешь чтоль?))",1
RT @tyjigulifomu: Держал в руках 4G-коммуникатор ( д,0
"С Днём Рождения, заинька @VDrozdova :))) Будь здорова и счастлива всегда:*** http://t.co/A6pevyVmx1",1
"хочу что бы все было как раньше, но этого уже не будет(",0
@Helenav_97 а вдруг  со мной что-нибудь случится ?:(,0
"Пыталась убить ножом таракана, ползущего по столу... Как же мерзко((( гз...(((",0
"Приоритеты, приоритеты. 
Но, боже мой, КАК ЭТО КРУТО!
Обожаю свои новые возможности и обязанности)",1
"Гоу гулять и в снежки играть, и пульками кидаться, и на ветру сосаться :-)",1
"тестирование закончилось(
завтра в школу(",0
"Тренажерка,когда ты откроешься?! Мне тебя не хватает(",0
"В последнее время жители курортов Турции думают, что русские потеряли у них ребенка с именем Тагил.:DDD",1
"RT @Yankinaaa: видимо,выспаться,это слишком дорогая роскошь,я этого не достойна :-(",0
"солдатик:)родной,пиши не забывай http://t.co/d7gJxeO9u9",1
#магадан Сегодня в 14-00 по кольцевой 38 организовал встречу факелоносца с детворой своего округа #сочи2014 подготовил подарки:-),1
о чем я сейчас только что думал. ооооо сраный флешмоб :|,0
"@Pans1 мои поздравления!;)
Видео уже можно посмотреть где-то?",1
@JB_AL_FOREVER а что если у меня руки из жопы растут?я не могу ни видео сделать ничего!:(((((((,0
"Нашла старые фотки... прослезилась
Адреналин:** ЛЮБЛЮ ВАС:* ♥♥♥♥ http://t.co/7gDogoRmsi",1
@edvard146 даааа без пятничного твита в пятницу тут делать нечего))),1
Может раскошелиться и сделать себе подарок на Новый Год... Надо подумать. :),1
"Дааааааа, вот это я понимаю ВЫЕЗД!) http://t.co/7caCGARAew",1
"@GerikGIGA я такие до 2 курса носил, как в институте учился, потом на ""Мегаспорт"" перешёл)",1
"прошел аж час, я прочитал половину жуйколенты. мимими, куда я трачу время? :(",0
"Как мне быть и больше не чувствовать грусть, может все это забыть и остальные забудут пусть=( #RU_FF",0
"@EPiazon не нервничай тогда :(
репетитор по алгебре, но еще и по физике есть хд",0
Самый крутой вот этот парень!) http://t.co/9gMb2B3kn2,1
"Явление для избранных:D
Сатана без макияжа:D http://t.co/fi9orYiPmg",1
"И вейкбординг тебе, и Дефендер в одном ролике. Красота!) http://t.co/2VUgRa1Fsh",1
"@Lina_Horan_ Нормально, в школе дежурю:( как настроение?",0
"@elizabel9 Ааааа!!! Да, она у нас тоже ведёт! Она просто офигенная:) Я с огромным удовольствием хожу на её пары*_*",1
"RT @Yasya_LL: Привет снег, привет зимняя депрессия, привет сессия :-(",0
"Привет всем)Посмотрите в youtobe мультфильм ""Семейка Крудс"". Очень смешной !!!",1
"Посмотрела ""Кэрри""-до сих пор в шоке!Охрененный фильм!Всем советую)@ChloeGMoretz супер)Спасибо,всё это благодаря тебе!) #Carrie",1
хоть и заснула в 00-30 вроде ну спать очень хочу :(,0
"все, нужно валить спать, а то я точно не встану, да и так и так не встану, но все же))",1
